day,symbol,side,entry_time,exit_time,entry_price,exit_price,volume,pnl,pnl_pct,reason
2026-01-13,000066.SZSE,sell,2026-01-12 09:35:00,2026-01-13 14:01:00,172.4827,171.2738,57,-93.89,-0.00701,模型转空
2026-01-13,300229.SZSE,sell,2026-01-12 13:57:00,2026-01-13 14:50:00,137.2015,138.5275,56,53.51,0.00966,尾盘平仓
2026-01-14,601933.SSE,sell,2026-01-13 09:35:00,2026-01-14 09:35:00,51.2032,47.6832,189,-689.4,-0.06875,止损
2026-01-14,002251.SZSE,sell,2026-01-13 09:37:00,2026-01-14 09:35:00,33.0347,31.9895,287,-325.13,-0.03164,止损
2026-01-14,300063.SZSE,sell,2026-01-13 14:04:00,2026-01-14 13:52:00,118.17,129.87,78,897.39,0.09901,模型转空
2026-01-14,000933.SZSE,sell,2026-01-13 09:35:00,2026-01-14 14:04:00,389.3928,389.8471,22,-13.1,0.00117,模型转空
2026-01-15,002361.SZSE,sell,2026-01-14 09:35:00,2026-01-15 09:35:00,152.31,137.83,57,-855.29,-0.09507,止损
2026-01-15,300324.SZSE,sell,2026-01-14 09:35:00,2026-01-15 10:04:00,165.2623,161.8944,59,-223.53,-0.02038,止损
2026-01-15,600662.SSE,sell,2026-01-14 14:05:00,2026-01-15 11:21:00,442.2652,477.8328,21,737.06,0.08042,模型转空
2026-01-15,600487.SSE,sell,2026-01-14 09:35:00,2026-01-15 13:28:00,233.8911,238.0019,42,150.14,0.01758,模型转空
2026-01-15,603179.SSE,sell,2026-01-14 13:57:00,2026-01-15 13:48:00,222.5588,222.1092,28,-32.78,-0.00202,模型转空
2026-01-16,600490.SSE,sell,2026-01-15 11:21:00,2026-01-16 10:40:00,111.3493,109.0734,88,-225.66,-0.02044,止损
2026-01-16,002890.SZSE,sell,2026-01-15 13:30:00,2026-01-16 13:39:00,38.938,38.6322,229,-93.62,-0.00785,模型转空
2026-01-16,300882.SZSE,sell,2026-01-15 10:05:00,2026-01-16 14:09:00,42.3732,49.453,204,1426.66,0.16708,模型转空
2026-01-16,600520.SSE,sell,2026-01-15 13:53:00,2026-01-16 14:17:00,66.6374,68.135,129,171.0,0.02247,模型转空
2026-01-16,300980.SZSE,sell,2026-01-15 09:35:00,2026-01-16 14:40:00,53.1604,52.5604,127,-96.84,-0.01129,模型转空
2026-01-19,301219.SZSE,sell,2026-01-16 10:40:00,2026-01-19 09:35:00,187.5,181.5564,29,-193.06,-0.0317,止损
