date,equity,cash,hold_value,n_holding,ret
2025-12-17,57760.18,15090.42,42669.76,5,0.001542
2025-12-18,58325.12,20490.69,37834.43,4,0.009781
2025-12-19,60526.57,35300.99,25225.58,3,0.037744
2025-12-22,61539.04,25129.04,36409.99,4,0.016728
2025-12-23,61996.53,25232.59,36763.94,4,0.007434
2025-12-24,62517.71,25691.0,36826.71,4,0.008407
2025-12-25,63077.05,27304.27,35772.78,4,0.008947
2025-12-26,64072.8,27088.74,36984.05,4,0.015786
2025-12-29,63384.35,17988.14,45396.22,5,-0.010745
2025-12-30,63269.23,22003.01,41266.23,5,-0.001816
2025-12-31,63743.9,35326.36,28417.54,3,0.007502
2026-01-05,63590.22,16689.37,46900.86,5,-0.002411
2026-01-06,63201.24,18768.69,44432.55,5,-0.006117
2026-01-07,62787.68,44624.91,18162.77,2,-0.006544
2026-01-08,63968.07,15216.87,48751.2,5,0.0188
2026-01-09,63948.38,21153.65,42794.73,5,-0.000308
2026-01-12,64564.9,28990.26,35574.63,4,0.009641
2026-01-13,64273.28,28303.07,35970.21,4,-0.004517
2026-01-14,64796.38,30411.98,34384.4,4,0.008139
2026-01-15,64621.94,21447.02,43174.91,5,-0.002692
2026-01-16,64381.51,46136.61,18244.9,2,-0.003721
2026-01-19,64689.03,19951.28,44737.75,5,0.004777
2026-01-20,64511.94,28087.96,36423.98,4,-0.002738
2026-01-21,64844.47,29458.98,35385.49,4,0.005155
2026-01-22,63474.94,17475.62,45999.32,5,-0.02112
2026-01-23,63332.88,15623.26,47709.62,5,-0.002238
2026-01-26,63434.48,28358.03,35076.45,4,0.001604
2026-01-27,65352.7,28460.77,36891.93,4,0.030239
2026-01-28,64939.96,24358.08,40581.88,5,-0.006316
2026-01-29,65267.83,19568.63,45699.2,5,0.005049
2026-01-30,65959.64,15983.31,49976.33,5,0.0106
2026-02-02,65453.15,48258.3,17194.85,2,-0.007679
2026-02-03,67069.07,31134.42,35934.65,4,0.024688
2026-02-04,66383.89,32401.56,33982.33,4,-0.010216
2026-02-05,66255.92,31955.84,34300.08,4,-0.001928
2026-02-06,66221.8,22853.24,43368.57,5,-0.000515
2026-02-09,66424.89,19338.48,47086.41,5,0.003067
2026-02-10,68474.41,41918.77,26555.64,3,0.030855
2026-02-11,68250.63,32905.91,35344.72,4,-0.003268
2026-02-12,67993.56,31120.59,36872.98,5,-0.003766
2026-02-13,66381.96,20625.83,45756.13,5,-0.023702
2026-02-24,66076.1,19799.23,46276.87,5,-0.004608
2026-02-25,66369.57,36039.51,30330.06,4,0.004441
2026-02-26,66001.02,31790.91,34210.1,4,-0.005553
2026-02-27,65900.44,28138.91,37761.53,5,-0.001524
2026-03-02,68220.1,53059.67,15160.43,2,0.035199
2026-03-03,68799.66,35867.85,32931.8,4,0.008495
2026-03-04,68630.63,36827.23,31803.4,4,-0.002457
2026-03-05,68552.0,25913.11,42638.89,5,-0.001146
2026-03-06,69151.73,27920.17,41231.55,5,0.008749
2026-03-09,70252.38,41460.56,28791.83,3,0.015917
2026-03-10,71039.12,27392.51,43646.61,5,0.011199
2026-03-11,72478.64,33991.44,38487.2,4,0.020264
2026-03-12,72232.4,51734.8,20497.6,3,-0.003397
2026-03-13,71761.37,26743.46,45017.92,5,-0.006521
2026-03-16,70325.09,38583.6,31741.49,4,-0.020015
2026-03-17,69543.11,23332.56,46210.55,5,-0.011119
2026-03-18,68736.85,24816.39,43920.45,5,-0.011594
2026-03-19,66875.07,42544.76,24330.31,3,-0.027086
2026-03-20,66373.44,39596.63,26776.81,3,-0.007501
2026-03-23,64700.24,30028.36,34671.88,4,-0.025209
2026-03-24,66410.3,66410.3,0.0,0,0.026431
2026-03-25,66165.37,22002.8,44162.56,5,-0.003688
2026-03-26,64995.01,38037.45,26957.56,3,-0.017688
2026-03-27,64124.78,64124.78,0.0,0,-0.013389
2026-03-30,64124.78,64124.78,0.0,0,0.0
2026-03-31,64124.78,64124.78,0.0,0,0.0
2026-04-01,64124.78,64124.78,0.0,0,0.0
2026-04-02,64124.78,64124.78,0.0,0,0.0
2026-04-03,64124.78,64124.78,0.0,0,0.0
2026-04-07,64124.78,64124.78,0.0,0,0.0
2026-04-08,64124.78,64124.78,0.0,0,0.0
2026-04-09,64124.78,64124.78,0.0,0,0.0
2026-04-10,64124.78,64124.78,0.0,0,0.0
2026-04-13,64124.78,64124.78,0.0,0,0.0
2026-04-14,64124.78,64124.78,0.0,0,0.0
2026-04-15,64124.78,64124.78,0.0,0,0.0
2026-04-16,64124.78,64124.78,0.0,0,0.0
2026-04-17,64124.78,64124.78,0.0,0,0.0
2026-04-20,64124.78,64124.78,0.0,0,0.0
2026-04-21,64124.78,64124.78,0.0,0,0.0
2026-04-22,64124.78,64124.78,0.0,0,0.0
2026-04-23,64124.78,64124.78,0.0,0,0.0
2026-04-24,64124.78,64124.78,0.0,0,0.0
2026-04-27,64124.78,64124.78,0.0,0,0.0
2026-04-28,64124.78,64124.78,0.0,0,0.0
2026-04-29,64124.78,64124.78,0.0,0,0.0
2026-04-30,64124.78,64124.78,0.0,0,0.0
2026-05-06,64124.78,64124.78,0.0,0,0.0
2026-05-07,64124.78,64124.78,0.0,0,0.0
2026-05-08,64124.78,64124.78,0.0,0,0.0
2026-05-11,64124.78,64124.78,0.0,0,0.0
2026-05-12,64124.78,64124.78,0.0,0,0.0
2026-05-13,64124.78,64124.78,0.0,0,0.0
2026-05-14,64124.78,64124.78,0.0,0,0.0
2026-05-15,64124.78,64124.78,0.0,0,0.0
2026-05-18,64124.78,64124.78,0.0,0,0.0
2026-05-19,64124.78,64124.78,0.0,0,0.0
2026-05-20,64124.78,64124.78,0.0,0,0.0
2026-05-21,64124.78,64124.78,0.0,0,0.0
2026-05-22,64124.78,64124.78,0.0,0,0.0
2026-05-25,64124.78,64124.78,0.0,0,0.0
2026-05-26,64124.78,64124.78,0.0,0,0.0
2026-05-27,64124.78,64124.78,0.0,0,0.0
2026-05-28,64124.78,64124.78,0.0,0,0.0
2026-05-29,64124.78,64124.78,0.0,0,0.0
2026-06-01,64124.78,64124.78,0.0,0,0.0
2026-06-02,64124.78,64124.78,0.0,0,0.0
2026-06-03,64124.78,64124.78,0.0,0,0.0
2026-06-04,64124.78,64124.78,0.0,0,0.0
2026-06-05,64124.78,64124.78,0.0,0,0.0
2026-06-08,64124.78,64124.78,0.0,0,0.0
2026-06-09,64124.78,64124.78,0.0,0,0.0
2026-06-10,64124.78,64124.78,0.0,0,0.0
2026-06-11,64124.78,64124.78,0.0,0,0.0
2026-06-12,64124.78,64124.78,0.0,0,0.0
2026-06-15,64124.78,64124.78,0.0,0,0.0
2026-06-16,64124.78,64124.78,0.0,0,0.0
2026-06-17,64124.78,64124.78,0.0,0,0.0
2026-06-18,64124.78,64124.78,0.0,0,0.0
2026-06-22,64124.78,64124.78,0.0,0,0.0
2026-06-23,64124.78,64124.78,0.0,0,0.0
2026-06-24,64124.78,64124.78,0.0,0,0.0
2026-06-25,64124.78,64124.78,0.0,0,0.0
2026-06-26,64124.78,64124.78,0.0,0,0.0
2026-06-29,64124.78,64124.78,0.0,0,0.0
2026-06-30,64124.78,64124.78,0.0,0,0.0
2026-07-01,64124.78,64124.78,0.0,0,0.0
2026-07-02,64124.78,64124.78,0.0,0,0.0
2026-07-03,64124.78,64124.78,0.0,0,0.0
2026-07-06,64124.78,64124.78,0.0,0,0.0
2026-07-07,64124.78,64124.78,0.0,0,0.0
2026-07-08,64124.78,64124.78,0.0,0,0.0
2026-07-09,64124.78,64124.78,0.0,0,0.0
2026-07-10,64124.78,64124.78,0.0,0,0.0
2026-07-13,64124.78,64124.78,0.0,0,0.0
2026-07-14,64124.78,64124.78,0.0,0,0.0
2026-07-15,64124.78,64124.78,0.0,0,0.0
2026-07-16,64124.78,64124.78,0.0,0,0.0
2026-07-17,64124.78,64124.78,0.0,0,0.0
2026-07-20,64124.78,64124.78,0.0,0,0.0
2026-07-21,64124.78,64124.78,0.0,0,0.0
2026-07-22,64124.78,64124.78,0.0,0,0.0
2026-07-23,64124.78,64124.78,0.0,0,0.0
2026-07-24,64124.78,64124.78,0.0,0,0.0
2026-07-27,64124.78,64124.78,0.0,0,0.0
2026-07-28,64124.78,64124.78,0.0,0,0.0
2026-07-29,64124.78,64124.78,0.0,0,0.0
2026-07-30,64124.78,64124.78,0.0,0,0.0
2026-07-31,64124.78,64124.78,0.0,0,0.0
2026-08-03,64124.78,64124.78,0.0,0,0.0
2026-08-04,64124.78,64124.78,0.0,0,0.0
2026-08-05,64124.78,64124.78,0.0,0,0.0
2026-08-06,64124.78,64124.78,0.0,0,0.0
2026-08-07,64124.78,64124.78,0.0,0,0.0
2026-08-10,64124.78,64124.78,0.0,0,0.0
2026-08-11,64124.78,64124.78,0.0,0,0.0
2026-08-12,64124.78,64124.78,0.0,0,0.0
2026-08-13,64124.78,64124.78,0.0,0,0.0
2026-08-14,64124.78,64124.78,0.0,0,0.0
2026-08-17,64124.78,64124.78,0.0,0,0.0
2026-08-18,64124.78,64124.78,0.0,0,0.0
2026-08-19,64124.78,64124.78,0.0,0,0.0
2026-08-20,64124.78,64124.78,0.0,0,0.0
2026-08-21,64124.78,64124.78,0.0,0,0.0
2026-08-24,64124.78,64124.78,0.0,0,0.0
2026-08-25,64124.78,64124.78,0.0,0,0.0
2026-08-26,64124.78,64124.78,0.0,0,0.0
2026-08-27,64124.78,64124.78,0.0,0,0.0
2026-08-28,64124.78,64124.78,0.0,0,0.0
2026-08-31,64124.78,64124.78,0.0,0,0.0
2026-09-01,64124.78,64124.78,0.0,0,0.0
2026-09-02,64124.78,64124.78,0.0,0,0.0
2026-09-03,64124.78,64124.78,0.0,0,0.0
2026-09-04,64124.78,64124.78,0.0,0,0.0
