total_return,annual_return,max_drawdown,sharpe,trading_days,n_trades,trades_per_day,days_with_trade,coverage,win_rate,t_pnl,t_return,t_annual,gross_edge,net_edge,buyhold_annual,date_range,base_value,cash_value,base_pct,signal,thr,vol_thr,take_profit,stop_loss,max_trades,hold_max,reverse
-0.9977,-0.9979,-0.9967,-0.883,241,128,0.53,128,0.5311,0.3047,-34491.68,-0.1725,-0.1744,-0.001063,-0.003563,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,1.0,0.015,0.012,2,30,False
-0.9883,-0.989,-0.9834,-0.871,241,230,0.95,230,0.9544,0.4348,-33203.45,-0.166,-0.1679,0.000502,-0.001998,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,1.0,0.015,0.012,2,30,True
-0.9918,-0.9922,-0.9883,-0.885,241,120,0.5,120,0.4979,0.325,-34093.51,-0.1705,-0.1724,-0.00132,-0.00382,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,1.0,0.015,0.012,2,60,False
-0.652,-0.6565,-0.553,-1.132,241,232,0.96,232,0.9627,0.431,-32401.81,-0.162,-0.1639,0.000476,-0.002024,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,1.0,0.015,0.012,2,60,True
-0.1494,-0.1512,-0.3113,-0.651,241,216,0.9,216,0.8963,0.4074,-38396.62,-0.192,-0.1941,8.4e-05,-0.002416,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.008,1,30,False
-0.1622,-0.164,-0.3191,-0.751,241,216,0.9,216,0.8963,0.4444,-40949.37,-0.2047,-0.207,-3.2e-05,-0.002532,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.008,1,30,True
-0.1363,-0.1379,-0.315,-0.594,241,209,0.87,209,0.8672,0.4737,-35767.45,-0.1788,-0.1808,0.000169,-0.002331,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.008,1,60,False
-0.1562,-0.1579,-0.3122,-0.723,241,209,0.87,209,0.8672,0.4833,-39740.68,-0.1987,-0.2009,-4.4e-05,-0.002544,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.008,1,60,True
-0.5545,-0.559,-0.6061,-0.869,241,92,0.38,92,0.3817,0.4239,-13584.35,-0.0679,-0.0687,0.000531,-0.001969,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.008,2,30,False
-0.6324,-0.637,-0.6663,-1.013,241,210,0.87,210,0.8714,0.4714,-32988.07,-0.1649,-0.1668,0.000368,-0.002132,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.008,2,30,True
-0.5417,-0.5461,-0.5954,-0.859,241,82,0.34,82,0.3402,0.4634,-11130.44,-0.0557,-0.0563,0.000762,-0.001738,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.008,2,60,False
-0.6442,-0.6488,-0.675,-1.024,241,204,0.85,204,0.8465,0.5,-35343.67,-0.1767,-0.1787,0.000122,-0.002378,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.008,2,60,True
-0.146,-0.1477,-0.3056,-0.637,241,216,0.9,216,0.8963,0.412,-37714.47,-0.1886,-0.1907,0.000126,-0.002374,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.012,1,30,False
-0.1744,-0.1764,-0.3226,-0.797,241,216,0.9,216,0.8963,0.4537,-43394.14,-0.217,-0.2194,-0.000124,-0.002624,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.012,1,30,True
-0.1394,-0.141,-0.3012,-0.603,241,209,0.87,209,0.8672,0.4976,-36390.99,-0.182,-0.184,0.000153,-0.002347,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.012,1,60,False
-0.1923,-0.1944,-0.3326,-0.863,241,209,0.87,209,0.8672,0.4976,-46964.02,-0.2348,-0.2374,-0.000432,-0.002932,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.012,1,60,True
-0.5605,-0.5649,-0.6096,-0.876,241,92,0.38,92,0.3817,0.4239,-14779.35,-0.0739,-0.0748,0.000384,-0.002116,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.012,2,30,False
-0.6404,-0.645,-0.6702,-1.019,241,210,0.87,210,0.8714,0.481,-34581.4,-0.1729,-0.1749,0.000325,-0.002175,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.012,2,30,True
-0.553,-0.5575,-0.6054,-0.872,241,82,0.34,82,0.3402,0.4756,-13406.63,-0.067,-0.0678,0.000444,-0.002056,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.012,2,60,False
-0.9903,-0.9908,-0.9899,-0.847,241,191,0.79,191,0.7925,0.5236,-37631.84,-0.1882,-0.1903,-0.000102,-0.002602,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.006,0.012,2,60,True
-0.148,-0.1497,-0.3035,-0.647,241,216,0.9,216,0.8963,0.3519,-38108.12,-0.1905,-0.1927,0.000141,-0.002359,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.008,1,30,False
-0.1545,-0.1563,-0.3113,-0.714,241,216,0.9,216,0.8963,0.3796,-39413.8,-0.1971,-0.1993,7.1e-05,-0.002429,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.008,1,30,True
-0.1184,-0.1198,-0.2978,-0.523,241,209,0.87,209,0.8672,0.4067,-32186.3,-0.1609,-0.1628,0.000431,-0.002069,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.008,1,60,False
-0.1422,-0.1439,-0.2976,-0.662,241,209,0.87,209,0.8672,0.4019,-36952.93,-0.1848,-0.1868,0.000141,-0.002359,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.008,1,60,True
-0.538,-0.5424,-0.5922,-0.844,241,92,0.38,92,0.3817,0.413,-10283.46,-0.0514,-0.052,0.00098,-0.00152,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.008,2,30,False
-0.6273,-0.6319,-0.6584,-0.998,241,210,0.87,210,0.8714,0.4048,-31963.64,-0.1598,-0.1616,0.000453,-0.002047,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.008,2,30,True
-0.5226,-0.527,-0.5791,-0.832,241,82,0.34,82,0.3402,0.439,-7317.83,-0.0366,-0.037,0.001389,-0.001111,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.008,2,60,False
-0.6308,-0.6354,-0.6567,-1.0,241,204,0.85,204,0.8465,0.4118,-32668.3,-0.1633,-0.1652,0.000312,-0.002188,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.008,2,60,True
-0.1449,-0.1465,-0.2981,-0.634,241,216,0.9,216,0.8963,0.3565,-37482.73,-0.1874,-0.1895,0.000186,-0.002314,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.012,1,30,False
-0.1653,-0.1672,-0.3144,-0.755,241,216,0.9,216,0.8963,0.3889,-41574.04,-0.2079,-0.2102,-6e-06,-0.002506,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.012,1,30,True
-0.1243,-0.1258,-0.2867,-0.543,241,209,0.87,209,0.8672,0.4163,-33376.89,-0.1669,-0.1688,0.000396,-0.002104,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.012,1,60,False
-0.1789,-0.1809,-0.321,-0.806,241,209,0.87,209,0.8672,0.4163,-44290.07,-0.2215,-0.2239,-0.000249,-0.002749,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.012,1,60,True
-0.5423,-0.5467,-0.5939,-0.85,241,92,0.38,92,0.3817,0.413,-11137.03,-0.0557,-0.0564,0.00089,-0.00161,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.012,2,30,False
-0.6339,-0.6384,-0.6608,-1.004,241,210,0.87,210,0.8714,0.4143,-33272.45,-0.1664,-0.1682,0.000426,-0.002074,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.012,2,30,True
-0.526,-0.5304,-0.5808,-0.839,241,82,0.34,82,0.3402,0.4634,-8000.68,-0.04,-0.0405,0.00137,-0.00113,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.012,2,60,False
-0.6593,-0.6638,-0.6871,-1.018,241,200,0.83,200,0.8299,0.43,-37494.72,-0.1875,-0.1896,3.3e-05,-0.002467,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.01,0.012,2,60,True
-0.1523,-0.154,-0.2987,-0.661,241,216,0.9,216,0.8963,0.3333,-38958.84,-0.1948,-0.197,0.000112,-0.002388,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.008,1,30,False
-0.1594,-0.1612,-0.3231,-0.733,241,216,0.9,216,0.8963,0.3565,-40379.89,-0.2019,-0.2041,1e-06,-0.002499,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.008,1,30,True
-0.1028,-0.104,-0.2777,-0.453,241,209,0.87,209,0.8672,0.3828,-29059.95,-0.1453,-0.147,0.000653,-0.001847,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.008,1,60,False
-0.1405,-0.1421,-0.3148,-0.656,241,209,0.87,209,0.8672,0.3636,-36611.21,-0.1831,-0.1851,0.00012,-0.00238,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.008,1,60,True
-0.5297,-0.5341,-0.5866,-0.837,241,92,0.38,92,0.3817,0.4022,-8633.22,-0.0432,-0.0437,0.001179,-0.001321,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.008,2,30,False
-0.6302,-0.6347,-0.6625,-1.001,241,210,0.87,210,0.8714,0.3857,-32532.69,-0.1627,-0.1645,0.000405,-0.002095,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.008,2,30,True
-0.518,-0.5224,-0.5726,-0.83,241,82,0.34,82,0.3402,0.4024,-6407.35,-0.032,-0.0324,0.001486,-0.001014,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.008,2,60,False
-0.6289,-0.6334,-0.6585,-1.0,241,204,0.85,204,0.8465,0.3725,-32269.97,-0.1613,-0.1632,0.000292,-0.002208,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.008,2,60,True
-0.1491,-0.1508,-0.2932,-0.647,241,216,0.9,216,0.8963,0.338,-38333.46,-0.1917,-0.1938,0.000156,-0.002344,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.012,1,30,False
-0.1702,-0.1721,-0.3262,-0.773,241,216,0.9,216,0.8963,0.3657,-42540.14,-0.2127,-0.215,-7.5e-05,-0.002575,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.012,1,30,True
-0.1025,-0.1037,-0.2659,-0.45,241,209,0.87,209,0.8672,0.3971,-29001.77,-0.145,-0.1467,0.000669,-0.001831,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.012,1,60,False
-0.1772,-0.1792,-0.3351,-0.801,241,209,0.87,209,0.8672,0.378,-43948.07,-0.2197,-0.2221,-0.000267,-0.002767,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.012,1,60,True
-0.534,-0.5384,-0.5883,-0.843,241,92,0.38,92,0.3817,0.4022,-9486.79,-0.0474,-0.048,0.001089,-0.001411,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.012,2,30,False
-0.6367,-0.6413,-0.6649,-1.007,241,210,0.87,210,0.8714,0.3952,-33841.5,-0.1692,-0.1711,0.000379,-0.002121,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.012,2,30,True
-0.5217,-0.5261,-0.5747,-0.838,241,82,0.34,82,0.3402,0.4268,-7147.11,-0.0357,-0.0362,0.001459,-0.001041,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.012,2,60,False
-0.6578,-0.6624,-0.6883,-1.019,241,200,0.83,200,0.8299,0.39,-37210.19,-0.1861,-0.1881,7e-06,-0.002493,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.1,2.0,0.015,0.012,2,60,True
-0.1624,-0.1643,-0.3127,-0.684,241,232,0.96,232,0.9627,0.4784,-40989.8,-0.2049,-0.2072,0.000131,-0.002369,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.008,1,30,False
-0.1644,-0.1663,-0.3172,-0.769,241,232,0.96,232,0.9627,0.4698,-41387.42,-0.2069,-0.2092,0.000167,-0.002333,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.008,1,30,True
-0.1677,-0.1696,-0.3159,-0.705,241,228,0.95,228,0.9461,0.5088,-42053.57,-0.2103,-0.2126,9.2e-05,-0.002408,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.008,1,60,False
-0.1527,-0.1544,-0.3102,-0.72,241,228,0.95,228,0.9461,0.5219,-39038.76,-0.1952,-0.1974,0.000207,-0.002293,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.008,1,60,True
-0.6446,-0.6491,-0.5788,-1.051,241,169,0.7,169,0.7012,0.4438,-32736.23,-0.1637,-0.1655,-0.000128,-0.002628,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.008,2,30,False
-0.6537,-0.6583,-0.5472,-1.121,241,229,0.95,229,0.9502,0.4891,-32749.02,-0.1637,-0.1656,0.000563,-0.001937,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.008,2,30,True
-0.6359,-0.6405,-0.6821,-0.958,241,158,0.66,158,0.6556,0.4494,-30728.18,-0.1536,-0.1554,-7.1e-05,-0.002571,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.008,2,60,False
-0.6472,-0.6517,-0.6637,-0.99,241,225,0.93,225,0.9336,0.5378,-30586.57,-0.1529,-0.1547,0.000596,-0.001904,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.008,2,60,True
-0.1592,-0.1611,-0.3059,-0.667,241,232,0.96,232,0.9627,0.5,-40356.31,-0.2018,-0.204,0.000251,-0.002249,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.012,1,30,False
-0.13,-0.1315,-0.2851,-0.624,241,232,0.96,232,0.9627,0.4914,-34513.9,-0.1726,-0.1745,0.000508,-0.001992,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.012,1,30,True
-0.177,-0.179,-0.3145,-0.726,241,228,0.95,228,0.9461,0.5526,-43916.5,-0.2196,-0.222,9.7e-05,-0.002403,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.012,1,60,False
-0.1109,-0.1122,-0.2755,-0.537,241,228,0.95,228,0.9461,0.5658,-30682.59,-0.1534,-0.1552,0.000664,-0.001836,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.012,1,60,True
-0.6437,-0.6483,-0.5735,-1.043,241,169,0.7,169,0.7012,0.4615,-32565.51,-0.1628,-0.1647,-2.5e-05,-0.002525,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.012,2,30,False
-0.6523,-0.6568,-0.5403,-1.121,241,229,0.95,229,0.9502,0.4978,-32464.49,-0.1623,-0.1642,0.000584,-0.001916,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.012,2,30,True
-0.6385,-0.6431,-0.6815,-0.952,241,158,0.66,158,0.6556,0.4873,-31240.32,-0.1562,-0.158,-1.5e-05,-0.002515,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.012,2,60,False
-0.6395,-0.6441,-0.6566,-0.984,241,225,0.93,225,0.9336,0.5689,-29050.14,-0.1453,-0.1469,0.000693,-0.001807,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.006,0.012,2,60,True
-0.2192,-0.2216,-0.354,-0.883,241,232,0.96,232,0.9627,0.3621,-52353.95,-0.2618,-0.2646,-0.000448,-0.002948,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.008,1,30,False
-0.1697,-0.1717,-0.3222,-0.803,241,232,0.96,232,0.9627,0.3922,-42454.96,-0.2123,-0.2146,0.000107,-0.002393,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.008,1,30,True
-0.2481,-0.2508,-0.376,-0.971,241,228,0.95,228,0.9461,0.3509,-58127.16,-0.2906,-0.2937,-0.000742,-0.003242,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.008,1,60,False
-0.1364,-0.1379,-0.2974,-0.656,241,228,0.95,228,0.9461,0.4254,-35781.55,-0.1789,-0.1809,0.000339,-0.002161,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.008,1,60,True
-0.6531,-0.6576,-0.5966,-1.046,241,169,0.7,169,0.7012,0.3728,-34443.37,-0.1722,-0.1742,-0.000169,-0.002669,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.008,2,30,False
-0.6358,-0.6404,-0.5289,-1.113,241,229,0.95,229,0.9502,0.4279,-29163.88,-0.1458,-0.1475,0.000748,-0.001752,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.008,2,30,True
-0.6368,-0.6413,-0.6924,-0.953,241,158,0.66,158,0.6556,0.3861,-30898.89,-0.1545,-0.1563,-2.5e-05,-0.002525,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.008,2,60,False
-0.6074,-0.6119,-0.6247,-0.951,241,225,0.93,225,0.9336,0.4533,-22620.35,-0.1131,-0.1144,0.000984,-0.001516,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.008,2,60,True
-0.2141,-0.2164,-0.3462,-0.856,241,232,0.96,232,0.9627,0.3836,-51321.0,-0.2566,-0.2593,-0.000301,-0.002801,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.012,1,30,False
-0.1337,-0.1352,-0.2904,-0.648,241,232,0.96,232,0.9627,0.4138,-35242.0,-0.1762,-0.1782,0.000442,-0.002058,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.012,1,30,True
-0.2435,-0.2461,-0.3617,-0.933,241,228,0.95,228,0.9461,0.3904,-57204.89,-0.286,-0.289,-0.000593,-0.003093,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.012,1,60,False
-0.0773,-0.0782,-0.2589,-0.385,241,228,0.95,228,0.9461,0.4781,-23961.45,-0.1198,-0.1212,0.000971,-0.001529,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.012,1,60,True
-0.9994,-0.9995,-0.9992,-0.875,241,121,0.5,121,0.5021,0.2975,-35022.13,-0.1751,-0.1771,-0.001277,-0.003777,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.012,2,30,False
-0.6384,-0.6429,-0.5277,-1.118,241,229,0.95,229,0.9502,0.4367,-29676.02,-0.1484,-0.1501,0.000718,-0.001782,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.012,2,30,True
-0.6294,-0.6339,-0.6815,-0.94,241,158,0.66,158,0.6556,0.4304,-29419.37,-0.1471,-0.1488,0.000186,-0.002314,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.012,2,60,False
-0.5985,-0.6031,-0.6164,-0.943,241,225,0.93,225,0.9336,0.4844,-20856.3,-0.1043,-0.1055,0.001099,-0.001401,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.01,0.012,2,60,True
-0.2048,-0.207,-0.3471,-0.827,241,232,0.96,232,0.9627,0.3491,-49461.62,-0.2473,-0.25,-0.000256,-0.002756,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.008,1,30,False
-0.1848,-0.1869,-0.3327,-0.858,241,232,0.96,232,0.9627,0.3578,-45469.63,-0.2273,-0.2298,-0.000108,-0.002608,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.008,1,30,True
-0.2441,-0.2468,-0.3711,-0.955,241,228,0.95,228,0.9461,0.3158,-57333.06,-0.2867,-0.2897,-0.000681,-0.003181,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.008,1,60,False
-0.162,-0.1638,-0.323,-0.767,241,228,0.95,228,0.9461,0.3728,-40902.11,-0.2045,-0.2068,5e-06,-0.002495,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.008,1,60,True
-0.6488,-0.6534,-0.597,-1.043,241,169,0.7,169,0.7012,0.3609,-33589.8,-0.1679,-0.1699,-0.000132,-0.002632,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.008,2,30,False
-0.6455,-0.65,-0.5423,-1.114,241,229,0.95,229,0.9502,0.3974,-31098.64,-0.1555,-0.1573,0.000602,-0.001898,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.008,2,30,True
-0.6303,-0.6348,-0.6886,-0.951,241,158,0.66,158,0.6556,0.3608,-29590.09,-0.148,-0.1496,3.8e-05,-0.002462,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.008,2,60,False
-0.6338,-0.6384,-0.6521,-0.981,241,225,0.93,225,0.9336,0.4,-27913.19,-0.1396,-0.1412,0.000683,-0.001817,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.008,2,60,True
-0.1976,-0.1998,-0.3375,-0.793,241,232,0.96,232,0.9627,0.3707,-48030.33,-0.2402,-0.2427,-8.3e-05,-0.002583,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.012,1,30,False
-0.155,-0.1567,-0.3061,-0.735,241,232,0.96,232,0.9627,0.375,-39504.45,-0.1975,-0.1997,0.000166,-0.002334,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.012,1,30,True
-0.2233,-0.2258,-0.3443,-0.866,241,228,0.95,228,0.9461,0.3596,-53173.19,-0.2659,-0.2687,-0.000366,-0.002866,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.012,1,60,False
-0.1165,-0.1178,-0.299,-0.565,241,228,0.95,228,0.9461,0.4167,-31804.76,-0.159,-0.1608,0.000505,-0.001995,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.012,1,60,True
-0.9994,-0.9995,-0.9992,-0.876,241,121,0.5,121,0.5021,0.2893,-35022.13,-0.1751,-0.1771,-0.00133,-0.00383,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.012,2,30,False
-0.646,-0.6506,-0.5382,-1.117,241,229,0.95,229,0.9502,0.4061,-31212.45,-0.1561,-0.1578,0.000589,-0.001911,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.012,2,30,True
-0.6203,-0.6248,-0.675,-0.934,241,158,0.66,158,0.6556,0.4051,-27598.42,-0.138,-0.1396,0.000286,-0.002214,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.012,2,60,False
-0.6247,-0.6293,-0.6451,-0.974,241,225,0.93,225,0.9336,0.4311,-26092.24,-0.1305,-0.132,0.000802,-0.001698,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,1.0,0.015,0.012,2,60,True
-0.1587,-0.1605,-0.3048,-0.692,241,207,0.86,207,0.8589,0.3816,-40243.44,-0.2012,-0.2034,-0.000124,-0.002624,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,2.0,0.006,0.008,1,30,False
-0.1402,-0.1418,-0.3121,-0.646,241,207,0.86,207,0.8589,0.4541,-36545.35,-0.1827,-0.1848,0.000146,-0.002354,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,2.0,0.006,0.008,1,30,True
-0.1322,-0.1337,-0.2982,-0.58,241,200,0.83,200,0.8299,0.46,-34942.74,-0.1747,-0.1767,0.000131,-0.002369,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,2.0,0.006,0.008,1,60,False
-0.1464,-0.148,-0.314,-0.672,241,200,0.83,200,0.8299,0.47,-37780.58,-0.1889,-0.191,1e-06,-0.002499,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,2.0,0.006,0.008,1,60,True
-0.5434,-0.5479,-0.5942,-0.857,241,71,0.29,71,0.2946,0.3944,-11541.1,-0.0577,-0.0584,0.000196,-0.002304,0.0431,"['2025-09-08', '2026-09-04']",60000,140000.0,0.3,corr,0.2,2.0,0.006,0.008,2,30,False
