variant,lookahead,param_id,signal,annual_return,t_annual,max_drawdown,sharpe,n_trades,win_rate,coverage,gross_edge,net_edge,buyhold_annual
只反T + 日内跌0.5%,False,pulse|0.01|1.0|0.015|0.008|1|60,pulse,0.0632,-0.0664,-0.35,0.184,41,0.4146,0.1701,0.000233,-0.002267,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|1.0|0.015|0.008|2|30,pulse,0.0822,-0.0474,-0.3452,0.242,56,0.375,0.1867,0.000102,-0.002398,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|1.0|0.015|0.008|2|60,pulse,0.0794,-0.0502,-0.3442,0.234,49,0.3878,0.1701,-0.000609,-0.003109,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|1.0|0.015|0.012|1|30,pulse,0.037,-0.0926,-0.3699,0.106,45,0.3556,0.1867,-0.000254,-0.002754,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|1.0|0.015|0.012|1|60,pulse,0.0674,-0.0621,-0.3516,0.197,41,0.4146,0.1701,0.000509,-0.001991,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|1.0|0.015|0.012|2|30,pulse,0.0724,-0.0572,-0.351,0.212,55,0.3636,0.1867,-0.000434,-0.002934,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|1.0|0.015|0.012|2|60,pulse,0.0747,-0.0549,-0.3491,0.219,48,0.375,0.1701,-0.000814,-0.003314,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.006|0.008|1|30,pulse,0.0517,-0.0779,-0.3529,0.149,26,0.2692,0.1079,-0.001828,-0.004328,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.006|0.008|1|60,pulse,0.0792,-0.0504,-0.3438,0.232,20,0.4,0.083,-0.000877,-0.003377,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.006|0.008|2|30,pulse,0.099,-0.0306,-0.3326,0.294,31,0.3871,0.1079,-0.00067,-0.00317,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.006|0.008|2|60,pulse,0.1097,-0.0199,-0.3296,0.328,23,0.4348,0.083,-0.000119,-0.002619,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.006|0.012|1|30,pulse,0.0374,-0.0921,-0.3623,0.107,26,0.2692,0.1079,-0.002478,-0.004978,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.006|0.012|1|60,pulse,0.0666,-0.063,-0.3516,0.194,20,0.4,0.083,-0.001598,-0.004098,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.006|0.012|2|30,pulse,0.0926,-0.0371,-0.3369,0.274,31,0.3871,0.1079,-0.001215,-0.003715,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.006|0.012|2|60,pulse,0.104,-0.0257,-0.3332,0.31,23,0.4348,0.083,-0.000746,-0.003246,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.015|0.008|1|30,pulse,0.0512,-0.0784,-0.3542,0.148,26,0.2692,0.1079,-0.001825,-0.004325,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.015|0.008|1|60,pulse,0.0983,-0.0314,-0.3333,0.29,20,0.4,0.083,0.000462,-0.002038,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.015|0.008|2|30,pulse,0.1055,-0.0241,-0.3287,0.315,31,0.3871,0.1079,-8.8e-05,-0.002588,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.015|0.008|2|60,pulse,0.1229,-0.0067,-0.3218,0.37,23,0.4348,0.083,0.001469,-0.001031,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.015|0.012|1|30,pulse,0.0369,-0.0927,-0.3636,0.106,26,0.2692,0.1079,-0.002475,-0.004975,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.015|0.012|1|60,pulse,0.0856,-0.044,-0.3411,0.251,20,0.4,0.083,-0.000259,-0.002759,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.015|0.012|2|30,pulse,0.099,-0.0306,-0.333,0.295,31,0.3871,0.1079,-0.000633,-0.003133,0.1297
只反T + 日内跌0.5%,False,pulse|0.01|2.0|0.015|0.012|2|60,pulse,0.1172,-0.0125,-0.3254,0.351,23,0.4348,0.083,0.000842,-0.001658,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.006|0.008|1|30,corr,-0.111,-0.2403,-0.4401,-0.292,92,0.4022,0.3817,-0.001145,-0.003645,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.006|0.008|1|60,corr,-0.1023,-0.2316,-0.4274,-0.27,85,0.4,0.3527,-0.001332,-0.003832,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.006|0.008|2|30,corr,-0.028,-0.1574,-0.3885,-0.077,145,0.3862,0.3817,-0.000848,-0.003348,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.006|0.008|2|60,corr,-0.0095,-0.1389,-0.3795,-0.026,127,0.4173,0.3527,-0.000843,-0.003343,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.006|0.012|1|30,corr,-0.1042,-0.2334,-0.4371,-0.276,92,0.4239,0.3817,-0.000908,-0.003408,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.006|0.012|1|60,corr,-0.1144,-0.2437,-0.4364,-0.303,85,0.4471,0.3527,-0.001363,-0.003863,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.006|0.012|2|30,corr,-0.0196,-0.1491,-0.3837,-0.055,142,0.4014,0.3817,-0.000665,-0.003165,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.006|0.012|2|60,corr,-0.0079,-0.1374,-0.3801,-0.022,124,0.4516,0.3527,-0.000743,-0.003243,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.015|0.008|1|30,corr,-0.0857,-0.215,-0.4299,-0.229,92,0.3804,0.3817,-0.000762,-0.003262,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.015|0.008|1|60,corr,-0.0358,-0.1652,-0.394,-0.099,85,0.3647,0.3527,-0.000254,-0.002754,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.015|0.008|2|30,corr,-0.0316,-0.161,-0.3915,-0.087,145,0.3379,0.3817,-0.00095,-0.00345,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.015|0.008|2|60,corr,0.0181,-0.1114,-0.3671,0.051,126,0.3651,0.3527,-0.000272,-0.002772,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.015|0.012|1|30,corr,-0.0815,-0.2108,-0.4289,-0.22,92,0.4022,0.3817,-0.000572,-0.003072,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.015|0.012|1|60,corr,-0.0585,-0.1879,-0.4059,-0.16,85,0.4,0.3527,-0.000475,-0.002975,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.015|0.012|2|30,corr,-0.0138,-0.1433,-0.3821,-0.039,142,0.3662,0.3817,-0.000564,-0.003064,0.1297
只反T + 日内跌1%,False,corr|0.1|1.0|0.015|0.012|2|60,corr,0.0324,-0.0972,-0.3613,0.094,123,0.4228,0.3527,0.000216,-0.002284,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.006|0.008|1|30,corr,0.0793,-0.0503,-0.3509,0.233,43,0.5349,0.1784,0.001035,-0.001465,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.006|0.008|1|60,corr,0.0837,-0.0459,-0.3468,0.245,37,0.5135,0.1535,0.001038,-0.001462,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.006|0.008|2|30,corr,0.0934,-0.0362,-0.3387,0.277,51,0.451,0.1784,0.000383,-0.002117,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.006|0.008|2|60,corr,0.1062,-0.0235,-0.3324,0.317,40,0.5,0.1535,0.000898,-0.001602,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.006|0.012|1|30,corr,0.0724,-0.0572,-0.3554,0.212,43,0.5349,0.1784,0.000864,-0.001636,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.006|0.012|1|60,corr,0.0716,-0.058,-0.355,0.208,37,0.5135,0.1535,0.000673,-0.001827,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.006|0.012|2|30,corr,0.0914,-0.0382,-0.3403,0.27,50,0.46,0.1784,0.000263,-0.002237,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.006|0.012|2|60,corr,0.1003,-0.0293,-0.3355,0.299,39,0.5128,0.1535,0.000471,-0.002029,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.015|0.008|1|30,corr,0.093,-0.0366,-0.3456,0.274,43,0.5116,0.1784,0.001474,-0.001026,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.015|0.008|1|60,corr,0.0969,-0.0327,-0.3399,0.285,37,0.4595,0.1535,0.001594,-0.000906,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.015|0.008|2|30,corr,0.0997,-0.03,-0.3363,0.295,51,0.4314,0.1784,0.000753,-0.001747,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.015|0.008|2|60,corr,0.1134,-0.0163,-0.3285,0.339,40,0.45,0.1535,0.001488,-0.001012,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.015|0.012|1|30,corr,0.0893,-0.0403,-0.3494,0.263,43,0.5116,0.1784,0.001424,-0.001076,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.015|0.012|1|60,corr,0.0991,-0.0306,-0.3448,0.293,37,0.4865,0.1535,0.001877,-0.000623,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.015|0.012|2|30,corr,0.0991,-0.0306,-0.3376,0.294,50,0.44,0.1784,0.000745,-0.001755,0.1297
只反T + 日内跌1%,False,corr|0.1|2.0|0.015|0.012|2|60,corr,0.114,-0.0156,-0.3302,0.342,39,0.4872,0.1535,0.00169,-0.00081,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.006|0.008|1|30,corr,-0.0641,-0.1934,-0.407,-0.173,83,0.4337,0.3444,-0.000673,-0.003173,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.006|0.008|1|60,corr,-0.058,-0.1873,-0.402,-0.158,78,0.4359,0.3237,-0.000699,-0.003199,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.006|0.008|2|30,corr,0.0155,-0.114,-0.3646,0.044,120,0.4417,0.3444,-0.000304,-0.002804,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.006|0.008|2|60,corr,0.0326,-0.097,-0.356,0.094,107,0.4766,0.3237,-0.000155,-0.002655,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.006|0.012|1|30,corr,-0.0757,-0.205,-0.4128,-0.204,83,0.4458,0.3444,-0.000783,-0.003283,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.006|0.012|1|60,corr,-0.0812,-0.2105,-0.4162,-0.219,78,0.4744,0.3237,-0.000991,-0.003491,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.006|0.012|2|30,corr,0.0062,-0.1233,-0.3687,0.018,119,0.437,0.3444,-0.000543,-0.003043,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.006|0.012|2|60,corr,0.0192,-0.1103,-0.3656,0.055,105,0.4952,0.3237,-0.000474,-0.002974,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.015|0.008|1|30,corr,-0.0435,-0.1729,-0.4007,-0.119,83,0.3976,0.3444,-0.000339,-0.002839,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.015|0.008|1|60,corr,0.0001,-0.1294,-0.3757,0.0,78,0.3846,0.3237,0.000282,-0.002218,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.015|0.008|2|30,corr,0.0146,-0.1149,-0.3655,0.041,120,0.3917,0.3444,-0.000358,-0.002858,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.015|0.008|2|60,corr,0.0543,-0.0753,-0.3463,0.158,105,0.4095,0.3237,0.000358,-0.002142,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.015|0.012|1|30,corr,-0.0577,-0.1871,-0.4083,-0.157,83,0.4096,0.3444,-0.000501,-0.003001,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.015|0.012|1|60,corr,-0.03,-0.1594,-0.3897,-0.083,78,0.4231,0.3237,-0.000135,-0.002635,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.015|0.012|2|30,corr,0.0148,-0.1147,-0.3655,0.042,119,0.4034,0.3444,-0.000338,-0.002838,0.1297
只反T + 日内跌1%,False,corr|0.2|1.0|0.015|0.012|2|60,corr,0.0467,-0.0828,-0.3536,0.136,103,0.4466,0.3237,0.00026,-0.00224,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.006|0.008|1|30,corr,0.0984,-0.0313,-0.334,0.291,33,0.5455,0.1369,0.001131,-0.001369,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.006|0.008|1|60,corr,0.1098,-0.0198,-0.3261,0.329,29,0.5517,0.1203,0.001736,-0.000764,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.006|0.008|2|30,corr,0.1121,-0.0175,-0.3294,0.335,36,0.5,0.1369,0.001019,-0.001481,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.006|0.008|2|60,corr,0.1223,-0.0074,-0.3225,0.369,30,0.5667,0.1203,0.001897,-0.000603,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.006|0.012|1|30,corr,0.1015,-0.0281,-0.3331,0.301,33,0.5455,0.1369,0.001244,-0.001256,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.006|0.012|1|60,corr,0.1056,-0.0241,-0.3286,0.316,29,0.5517,0.1203,0.001533,-0.000967,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.006|0.012|2|30,corr,0.1136,-0.0161,-0.3289,0.34,36,0.5,0.1369,0.001123,-0.001377,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.006|0.012|2|60,corr,0.1204,-0.0093,-0.3236,0.363,30,0.5667,0.1203,0.0017,-0.0008,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.015|0.008|1|30,corr,0.1068,-0.0228,-0.33,0.315,33,0.5152,0.1369,0.001426,-0.001074,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.015|0.008|1|60,corr,0.1204,-0.0093,-0.3198,0.361,29,0.4828,0.1203,0.0023,-0.0002,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.015|0.008|2|30,corr,0.116,-0.0137,-0.3275,0.346,36,0.4722,0.1369,0.001289,-0.001211,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.015|0.008|2|60,corr,0.1283,-0.0014,-0.3189,0.388,30,0.5,0.1203,0.002542,4.2e-05,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.015|0.012|1|30,corr,0.1132,-0.0165,-0.3283,0.336,33,0.5152,0.1369,0.001697,-0.000803,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.015|0.012|1|60,corr,0.1304,0.0008,-0.3193,0.396,29,0.5172,0.1203,0.002923,0.000423,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.015|0.012|2|30,corr,0.1189,-0.0108,-0.3268,0.356,36,0.4722,0.1369,0.001538,-0.000962,0.1297
只反T + 日内跌1%,False,corr|0.2|2.0|0.015|0.012|2|60,corr,0.1329,0.0032,-0.3186,0.404,30,0.5333,0.1203,0.003145,0.000645,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.006|0.008|1|30,corr,-0.0069,-0.1364,-0.3779,-0.019,71,0.4225,0.2946,-0.000185,-0.002685,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.006|0.008|1|60,corr,-0.0056,-0.135,-0.3755,-0.016,66,0.4697,0.2739,-0.000296,-0.002796,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.006|0.008|2|30,corr,0.052,-0.0776,-0.3489,0.15,96,0.4271,0.2946,1e-05,-0.00249,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.006|0.008|2|60,corr,0.0658,-0.0638,-0.3435,0.193,84,0.5,0.2739,0.000223,-0.002277,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.006|0.012|1|30,corr,-0.0101,-0.1395,-0.3793,-0.029,71,0.4366,0.2946,-0.000211,-0.002711,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.006|0.012|1|60,corr,-0.0298,-0.1593,-0.3913,-0.084,66,0.5,0.2739,-0.000728,-0.003228,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.006|0.012|2|30,corr,0.0538,-0.0757,-0.3495,0.157,94,0.4362,0.2946,8.2e-05,-0.002418,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.006|0.012|2|60,corr,0.0586,-0.071,-0.3505,0.172,82,0.5244,0.2739,6e-06,-0.002494,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.015|0.008|1|30,corr,-0.0059,-0.1353,-0.3785,-0.016,71,0.3662,0.2946,-0.000166,-0.002666,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.015|0.008|1|60,corr,0.0076,-0.1219,-0.367,0.022,66,0.3788,0.2739,-8.8e-05,-0.002588,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.015|0.008|2|30,corr,0.0443,-0.0853,-0.3508,0.127,96,0.3542,0.2946,-0.00025,-0.00275,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.015|0.008|2|60,corr,0.0738,-0.0558,-0.3341,0.217,84,0.4048,0.2739,0.000451,-0.002049,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.015|0.012|1|30,corr,-0.0132,-0.1427,-0.3843,-0.037,71,0.3803,0.2946,-0.000248,-0.002748,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.015|0.012|1|60,corr,-0.0135,-0.1429,-0.3822,-0.038,66,0.4242,0.2739,-0.000365,-0.002865,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.015|0.012|2|30,corr,0.0505,-0.0791,-0.3509,0.146,94,0.383,0.2946,-1.2e-05,-0.002512,0.1297
只反T + 日内跌1%,False,corr|0.3|1.0|0.015|0.012|2|60,corr,0.0689,-0.0607,-0.3421,0.204,82,0.4512,0.2739,0.00042,-0.00208,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.006|0.008|1|30,corr,0.1123,-0.0174,-0.3281,0.336,25,0.52,0.1037,0.001511,-0.000989,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.006|0.008|1|60,corr,0.1231,-0.0066,-0.323,0.372,23,0.5652,0.0954,0.002333,-0.000167,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.006|0.008|2|30,corr,0.1185,-0.0112,-0.3267,0.356,28,0.4643,0.1037,0.001327,-0.001173,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.006|0.008|2|60,corr,0.1283,-0.0014,-0.3211,0.389,24,0.5833,0.0954,0.002509,9e-06,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.006|0.012|1|30,corr,0.1086,-0.0211,-0.3296,0.325,25,0.52,0.1037,0.001259,-0.001241,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.006|0.012|1|60,corr,0.1157,-0.014,-0.3276,0.348,23,0.5652,0.0954,0.001897,-0.000603,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.006|0.012|2|30,corr,0.1168,-0.0129,-0.3274,0.351,28,0.4643,0.1037,0.001101,-0.001399,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.006|0.012|2|60,corr,0.125,-0.0047,-0.3232,0.378,24,0.5833,0.0954,0.002091,-0.000409,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.015|0.008|1|30,corr,0.1202,-0.0095,-0.3243,0.359,25,0.48,0.1037,0.001876,-0.000624,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.015|0.008|1|60,corr,0.1437,0.014,-0.31,0.435,23,0.5217,0.0954,0.003595,0.001095,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.015|0.008|2|30,corr,0.1221,-0.0076,-0.325,0.366,28,0.4286,0.1037,0.001652,-0.000848,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.015|0.008|2|60,corr,0.1389,0.0092,-0.3144,0.422,24,0.5417,0.0954,0.003844,0.001344,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.015|0.012|1|30,corr,0.1197,-0.01,-0.3252,0.358,25,0.48,0.1037,0.001833,-0.000667,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.015|0.012|1|60,corr,0.1506,0.0209,-0.3117,0.461,23,0.5652,0.0954,0.004202,0.001702,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.015|0.012|2|30,corr,0.1218,-0.0078,-0.3254,0.366,28,0.4286,0.1037,0.001614,-0.000886,0.1297
只反T + 日内跌1%,False,corr|0.3|2.0|0.015|0.012|2|60,corr,0.142,0.0123,-0.3152,0.433,24,0.5833,0.0954,0.004425,0.001925,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.006|0.008|1|30,obv,-0.0652,-0.1946,-0.4033,-0.179,95,0.4105,0.3942,-0.000434,-0.002934,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.006|0.008|1|60,obv,-0.0608,-0.1901,-0.4029,-0.166,84,0.4405,0.3485,-0.000737,-0.003237,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.006|0.008|2|30,obv,-0.0206,-0.15,-0.3851,-0.058,144,0.3819,0.3942,-0.000711,-0.003211,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.006|0.008|2|60,obv,-0.0088,-0.1382,-0.3779,-0.025,125,0.416,0.3485,-0.000974,-0.003474,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.006|0.012|1|30,obv,-0.0721,-0.2015,-0.3967,-0.197,95,0.4211,0.3942,-0.000446,-0.002946,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.006|0.012|1|60,obv,-0.0565,-0.1859,-0.3927,-0.155,84,0.4762,0.3485,-0.000575,-0.003075,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.006|0.012|2|30,obv,-0.0153,-0.1447,-0.374,-0.043,144,0.3889,0.3942,-0.000556,-0.003056,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.006|0.012|2|60,obv,-0.0041,-0.1336,-0.3696,-0.012,124,0.4516,0.3485,-0.000799,-0.003299,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.015|0.008|1|30,obv,-0.0626,-0.192,-0.4091,-0.172,95,0.3579,0.3942,-0.000347,-0.002847,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.015|0.008|1|60,obv,-0.046,-0.1754,-0.404,-0.128,84,0.3452,0.3485,-0.000458,-0.002958,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.015|0.008|2|30,obv,-0.0012,-0.1307,-0.379,-0.004,142,0.3592,0.3942,-0.000241,-0.002741,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.015|0.008|2|60,obv,0.0295,-0.1,-0.3613,0.085,122,0.3525,0.3485,5e-06,-0.002495,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.015|0.012|1|30,obv,-0.0695,-0.1988,-0.4026,-0.19,95,0.3684,0.3942,-0.000359,-0.002859,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.015|0.012|1|60,obv,-0.0381,-0.1675,-0.3935,-0.107,84,0.381,0.3485,-0.000231,-0.002731,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.015|0.012|2|30,obv,-0.002,-0.1314,-0.3721,-0.006,142,0.3592,0.3942,-0.000219,-0.002719,0.1297
只反T + 日内跌1%,False,obv|0.1|1.0|0.015|0.012|2|60,obv,0.0303,-0.0992,-0.3581,0.088,121,0.3884,0.3485,0.000102,-0.002398,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.006|0.008|1|30,obv,-0.0652,-0.1946,-0.4033,-0.179,95,0.4105,0.3942,-0.000434,-0.002934,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.006|0.008|1|60,obv,-0.0608,-0.1901,-0.4029,-0.166,84,0.4405,0.3485,-0.000737,-0.003237,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.006|0.008|2|30,obv,-0.0206,-0.15,-0.3851,-0.058,144,0.3819,0.3942,-0.000711,-0.003211,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.006|0.008|2|60,obv,-0.0088,-0.1382,-0.3779,-0.025,125,0.416,0.3485,-0.000974,-0.003474,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.006|0.012|1|30,obv,-0.0721,-0.2015,-0.3967,-0.197,95,0.4211,0.3942,-0.000446,-0.002946,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.006|0.012|1|60,obv,-0.0565,-0.1859,-0.3927,-0.155,84,0.4762,0.3485,-0.000575,-0.003075,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.006|0.012|2|30,obv,-0.0153,-0.1447,-0.374,-0.043,144,0.3889,0.3942,-0.000556,-0.003056,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.006|0.012|2|60,obv,-0.0041,-0.1336,-0.3696,-0.012,124,0.4516,0.3485,-0.000799,-0.003299,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.015|0.008|1|30,obv,-0.0626,-0.192,-0.4091,-0.172,95,0.3579,0.3942,-0.000347,-0.002847,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.015|0.008|1|60,obv,-0.046,-0.1754,-0.404,-0.128,84,0.3452,0.3485,-0.000458,-0.002958,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.015|0.008|2|30,obv,-0.0012,-0.1307,-0.379,-0.004,142,0.3592,0.3942,-0.000241,-0.002741,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.015|0.008|2|60,obv,0.0295,-0.1,-0.3613,0.085,122,0.3525,0.3485,5e-06,-0.002495,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.015|0.012|1|30,obv,-0.0695,-0.1988,-0.4026,-0.19,95,0.3684,0.3942,-0.000359,-0.002859,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.015|0.012|1|60,obv,-0.0381,-0.1675,-0.3935,-0.107,84,0.381,0.3485,-0.000231,-0.002731,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.015|0.012|2|30,obv,-0.002,-0.1314,-0.3721,-0.006,142,0.3592,0.3942,-0.000219,-0.002719,0.1297
只反T + 日内跌1%,False,obv|0.1|2.0|0.015|0.012|2|60,obv,0.0303,-0.0992,-0.3581,0.088,121,0.3884,0.3485,0.000102,-0.002398,0.1297
只反T + 日内跌1%,False,obv|0.2|1.0|0.006|0.008|1|30,obv,-0.04,-0.1695,-0.3913,-0.112,83,0.4096,0.3444,-0.000521,-0.003021,0.1297
只反T + 日内跌1%,False,obv|0.2|1.0|0.006|0.008|1|60,obv,-0.0315,-0.161,-0.3877,-0.088,70,0.4714,0.2905,-0.000929,-0.003429,0.1297
只反T + 日内跌1%,False,obv|0.2|1.0|0.006|0.008|2|30,obv,0.015,-0.1145,-0.3647,0.043,113,0.3628,0.3444,-0.00076,-0.00326,0.1297
